variavel|descricao_var|codigo|descricao_cod
municipio|Código do Município|291060|Ba-Esplanada
municipio|Código do Município|291070|Ba-Euclides da Cunha
municipio|Código do Município|291072|Ba-Eunapolis
municipio|Código do Município|291075|Ba-Fatima
municipio|Código do Município|291077|Ba-Feira da Mata
municipio|Código do Município|291080|Ba-Feira de Santana
municipio|Código do Município|291085|Ba-Filadelfia
municipio|Código do Município|291090|Ba-Firmino Alves
municipio|Código do Município|291100|Ba-Floresta Azul
municipio|Código do Município|291110|Ba-Formosa do Rio Preto
municipio|Código do Município|291120|Ba-Gandu
municipio|Código do Município|291125|Ba-Gaviao
municipio|Código do Município|291130|Ba-Gentio do Ouro
municipio|Código do Município|291140|Ba-Gloria
municipio|Código do Município|291150|Ba-Gongogi
municipio|Código do Município|291160|Ba-Governador Mangabeira
municipio|Código do Município|291165|Ba-Guajeru
municipio|Código do Município|291170|Ba-Guanambi
municipio|Código do Município|291180|Ba-Guaratinga
municipio|Código do Município|291185|Ba-Heliopolis
municipio|Código do Município|291190|Ba-Iacu
municipio|Código do Município|291200|Ba-Ibiassuce
municipio|Código do Município|291210|Ba-Ibicarai
municipio|Código do Município|291220|Ba-Ibicoara
municipio|Código do Município|291230|Ba-Ibicui
municipio|Código do Município|291240|Ba-Ibipeba
municipio|Código do Município|291250|Ba-Ibipitanga
municipio|Código do Município|291260|Ba-Ibiquera
municipio|Código do Município|291270|Ba-Ibirapitanga
municipio|Código do Município|291280|Ba-Ibirapua
municipio|Código do Município|291290|Ba-Ibirataia
municipio|Código do Município|291300|Ba-Ibitiara
municipio|Código do Município|291310|Ba-Ibitita
municipio|Código do Município|291320|Ba-Ibotirama
municipio|Código do Município|291330|Ba-Ichu
municipio|Código do Município|291340|Ba-Igapora
municipio|Código do Município|291345|Ba-Igrapiuna
municipio|Código do Município|291350|Ba-Iguai
municipio|Código do Município|291360|Ba-Ilheus
municipio|Código do Município|291370|Ba-Inhambupe
municipio|Código do Município|291380|Ba-Ipecaeta
municipio|Código do Município|291390|Ba-Ipiau
municipio|Código do Município|291400|Ba-Ipira
municipio|Código do Município|291410|Ba-Ipupiara
municipio|Código do Município|291420|Ba-Irajuba
municipio|Código do Município|291430|Ba-Iramaia
municipio|Código do Município|291440|Ba-Iraquara
municipio|Código do Município|291450|Ba-Irara
municipio|Código do Município|291460|Ba-Irece
municipio|Código do Município|291465|Ba-Itabela
municipio|Código do Município|291470|Ba-Itaberaba
municipio|Código do Município|291480|Ba-Itabuna
municipio|Código do Município|291490|Ba-Itacare
municipio|Código do Município|291500|Ba-Itaete
municipio|Código do Município|291510|Ba-Itagi
municipio|Código do Município|291520|Ba-Itagiba
municipio|Código do Município|291530|Ba-Itagimirim
municipio|Código do Município|291535|Ba-Itaguacu da Bahia
municipio|Código do Município|291540|Ba-Itaju do Colonia
municipio|Código do Município|291550|Ba-Itajuipe
municipio|Código do Município|291560|Ba-Itamaraju
municipio|Código do Município|291570|Ba-Itamari
municipio|Código do Município|291580|Ba-Itambe
municipio|Código do Município|291590|Ba-Itanagra
municipio|Código do Município|291600|Ba-Itanhem
municipio|Código do Município|291610|Ba-Itaparica
municipio|Código do Município|291620|Ba-Itape
municipio|Código do Município|291630|Ba-Itapebi
municipio|Código do Município|291640|Ba-Itapetinga
municipio|Código do Município|291650|Ba-Itapicuru
municipio|Código do Município|291660|Ba-Itapitanga
municipio|Código do Município|291670|Ba-Itaquara
municipio|Código do Município|291680|Ba-Itarantim
municipio|Código do Município|291685|Ba-Itatim
municipio|Código do Município|291690|Ba-Itirucu
municipio|Código do Município|291700|Ba-Itiuba
municipio|Código do Município|291710|Ba-Itororo
municipio|Código do Município|291720|Ba-Ituacu
municipio|Código do Município|291730|Ba-Itubera
municipio|Código do Município|291733|Ba-Iuiu
municipio|Código do Município|291735|Ba-Jaborandi
municipio|Código do Município|291740|Ba-Jacaraci
municipio|Código do Município|291750|Ba-Jacobina
municipio|Código do Município|291760|Ba-Jaguaquara
municipio|Código do Município|291770|Ba-Jaguarari
municipio|Código do Município|291780|Ba-Jaguaripe
municipio|Código do Município|291790|Ba-Jandaira
municipio|Código do Município|291800|Ba-Jequie
municipio|Código do Município|291810|Ba-Jeremoabo
municipio|Código do Município|291820|Ba-Jiquirica
municipio|Código do Município|291830|Ba-Jitauna
municipio|Código do Município|291835|Ba-Joao Dourado
municipio|Código do Município|291840|Ba-Juazeiro
municipio|Código do Município|291845|Ba-Jucurucu
municipio|Código do Município|291850|Ba-Jussara
municipio|Código do Município|291855|Ba-Jussari
municipio|Código do Município|291860|Ba-Jussiape
municipio|Código do Município|291870|Ba-Lafaiete Coutinho
municipio|Código do Município|291875|Ba-Lagoa Real
municipio|Código do Município|291880|Ba-Laje
municipio|Código do Município|291890|Ba-Lajedao
municipio|Código do Município|291900|Ba-Lajedinho
municipio|Código do Município|291905|Ba-Lajedo do Tabocal
municipio|Código do Município|291910|Ba-Lamarao
municipio|Código do Município|291915|Ba-Lapao
municipio|Código do Município|291920|Ba-Lauro de Freitas
municipio|Código do Município|291930|Ba-Lencois
municipio|Código do Município|291940|Ba-Licinio de Almeida
municipio|Código do Município|291950|Ba-Livramento de Nossa Senhora
municipio|Código do Município|291955|Ba-Luis Eduardo Magalhaes
municipio|Código do Município|291960|Ba-Macajuba
municipio|Código do Município|291970|Ba-Macarani
municipio|Código do Município|291980|Ba-Macaubas
municipio|Código do Município|291990|Ba-Macurure
municipio|Código do Município|291992|Ba-Madre de Deus
municipio|Código do Município|291995|Ba-Maetinga
municipio|Código do Município|292000|Ba-Maiquinique
municipio|Código do Município|292010|Ba-Mairi
municipio|Código do Município|292020|Ba-Malhada
municipio|Código do Município|292030|Ba-Malhada de Pedras
municipio|Código do Município|292040|Ba-Manoel Vitorino
municipio|Código do Município|292045|Ba-Mansidao
municipio|Código do Município|292050|Ba-Maracas
municipio|Código do Município|292060|Ba-Maragogipe
municipio|Código do Município|292070|Ba-Marau
municipio|Código do Município|292080|Ba-Marcionilio Souza
municipio|Código do Município|292090|Ba-Mascote
municipio|Código do Município|292100|Ba-Mata de Sao Joao
municipio|Código do Município|292105|Ba-Matina
municipio|Código do Município|292110|Ba-Medeiros Neto
municipio|Código do Município|292120|Ba-Miguel Calmon
municipio|Código do Município|292130|Ba-Milagres
municipio|Código do Município|292140|Ba-Mirangaba
municipio|Código do Município|292145|Ba-Mirante
municipio|Código do Município|292150|Ba-Monte Santo
municipio|Código do Município|292160|Ba-Morpara
municipio|Código do Município|292170|Ba-Morro do Chapeu
municipio|Código do Município|292180|Ba-Mortugaba
municipio|Código do Município|292190|Ba-Mucuge
municipio|Código do Município|292200|Ba-Mucuri
municipio|Código do Município|292205|Ba-Mulungu do Morro
municipio|Código do Município|292210|Ba-Mundo Novo
municipio|Código do Município|292220|Ba-Muniz Ferreira
municipio|Código do Município|292225|Ba-Muquem de Sao Francisco
municipio|Código do Município|292230|Ba-Muritiba
municipio|Código do Município|292240|Ba-Mutuipe
municipio|Código do Município|292250|Ba-Nazare
municipio|Código do Município|292260|Ba-Nilo Pecanha
municipio|Código do Município|292265|Ba-Nordestina
municipio|Código do Município|292270|Ba-Nova Canaa
municipio|Código do Município|292273|Ba-Nova Fatima
municipio|Código do Município|292275|Ba-Nova Ibia
municipio|Código do Município|292280|Ba-Nova Itarana
municipio|Código do Município|292285|Ba-Nova Redencao
municipio|Código do Município|292290|Ba-Nova Soure
municipio|Código do Município|292300|Ba-Nova Vicosa
municipio|Código do Município|292303|Ba-Novo Horizonte
municipio|Código do Município|292305|Ba-Novo Triunfo
municipio|Código do Município|292310|Ba-Olindina
municipio|Código do Município|292320|Ba-Oliveira dos Brejinhos
municipio|Código do Município|292330|Ba-Ouricangas
municipio|Código do Município|292335|Ba-Ourolandia
municipio|Código do Município|292340|Ba-Palmas de Monte Alto
municipio|Código do Município|292350|Ba-Palmeiras
municipio|Código do Município|292360|Ba-Paramirim
municipio|Código do Município|292370|Ba-Paratinga
municipio|Código do Município|292380|Ba-Paripiranga
municipio|Código do Município|292390|Ba-Pau Brasil
municipio|Código do Município|292400|Ba-Paulo Afonso
municipio|Código do Município|292405|Ba-Pe de Serra
municipio|Código do Município|292410|Ba-Pedrao
municipio|Código do Município|292420|Ba-Pedro Alexandre
municipio|Código do Município|292430|Ba-Piata
municipio|Código do Município|292440|Ba-Pilao Arcado
municipio|Código do Município|292450|Ba-Pindai
municipio|Código do Município|292460|Ba-Pindobacu
municipio|Código do Município|292465|Ba-Pintadas
municipio|Código do Município|292467|Ba-Pirai do Norte
municipio|Código do Município|292470|Ba-Piripa
municipio|Código do Município|292480|Ba-Piritiba
municipio|Código do Município|292490|Ba-Planaltino
municipio|Código do Município|292500|Ba-Planalto
municipio|Código do Município|292510|Ba-Pocoes
municipio|Código do Município|292520|Ba-Pojuca
municipio|Código do Município|292525|Ba-Ponto Novo
municipio|Código do Município|292530|Ba-Porto Seguro
municipio|Código do Município|292540|Ba-Potiragua
municipio|Código do Município|292550|Ba-Prado
municipio|Código do Município|292560|Ba-Presidente Dutra
municipio|Código do Município|292570|Ba-Presidente Janio Quadros
municipio|Código do Município|292575|Ba-Presidente Tancredo Neves
municipio|Código do Município|292580|Ba-Queimadas
municipio|Código do Município|292590|Ba-Quijingue
municipio|Código do Município|292593|Ba-Quixabeira
municipio|Código do Município|292595|Ba-Rafael Jambeiro
municipio|Código do Município|292600|Ba-Remanso
municipio|Código do Município|292610|Ba-Retirolandia
municipio|Código do Município|292620|Ba-Riachao das Neves
municipio|Código do Município|292630|Ba-Riachao do Jacuipe
municipio|Código do Município|292640|Ba-Riacho de Santana
municipio|Código do Município|292650|Ba-Ribeira do Amparo
municipio|Código do Município|292660|Ba-Ribeira do Pombal
municipio|Código do Município|292665|Ba-Ribeirao do Largo
municipio|Código do Município|292670|Ba-Rio de Contas
municipio|Código do Município|292680|Ba-Rio do Antonio
municipio|Código do Município|292690|Ba-Rio do Pires
municipio|Código do Município|292700|Ba-Rio Real
municipio|Código do Município|292710|Ba-Rodelas
municipio|Código do Município|292720|Ba-Ruy Barbosa
municipio|Código do Município|292730|Ba-Salinas da Margarida
municipio|Código do Município|292740|Ba-Salvador
municipio|Código do Município|292750|Ba-Santa Barbara
municipio|Código do Município|292760|Ba-Santa Brigida
municipio|Código do Município|292770|Ba-Santa Cruz Cabralia
municipio|Código do Município|292780|Ba-Santa Cruz da Vitoria
municipio|Código do Município|292790|Ba-Santa Ines
municipio|Código do Município|292800|Ba-Santaluz
municipio|Código do Município|292805|Ba-Santa Luzia
municipio|Código do Município|292810|Ba-Santa Maria da Vitoria
municipio|Código do Município|292820|Ba-Santana
municipio|Código do Município|292830|Ba-Santanopolis
municipio|Código do Município|292840|Ba-Santa Rita de Cassia
municipio|Código do Município|292850|Ba-Santa Teresinha
municipio|Código do Município|292860|Ba-Santo Amaro
municipio|Código do Município|292870|Ba-Santo Antonio de Jesus
municipio|Código do Município|292880|Ba-Santo Estevao
municipio|Código do Município|292890|Ba-Sao Desiderio
municipio|Código do Município|292895|Ba-Sao Domingos
municipio|Código do Município|292900|Ba-Sao Felix
municipio|Código do Município|292905|Ba-Sao Felix do Coribe
municipio|Código do Município|292910|Ba-Sao Felipe
municipio|Código do Município|292920|Ba-Sao Francisco do Conde
municipio|Código do Município|292925|Ba-Sao Gabriel
municipio|Código do Município|292930|Ba-Sao Goncalo dos Campos
municipio|Código do Município|292935|Ba-Sao Jose da Vitoria
municipio|Código do Município|292937|Ba-Sao Jose do Jacuipe
municipio|Código do Município|292940|Ba-Sao Miguel das Matas
municipio|Código do Município|292950|Ba-Sao Sebastiao do Passe
municipio|Código do Município|292960|Ba-Sapeacu
municipio|Código do Município|292970|Ba-Satiro Dias
municipio|Código do Município|292975|Ba-Saubara
municipio|Código do Município|292980|Ba-Saude
municipio|Código do Município|292990|Ba-Seabra
municipio|Código do Município|293000|Ba-Sebastiao Laranjeiras
municipio|Código do Município|293010|Ba-Senhor do Bonfim
municipio|Código do Município|293015|Ba-Serra do Ramalho
municipio|Código do Município|293020|Ba-Sento Se
municipio|Código do Município|293030|Ba-Serra Dourada
municipio|Código do Município|293040|Ba-Serra Preta
municipio|Código do Município|293050|Ba-Serrinha
municipio|Código do Município|293060|Ba-Serrolandia
municipio|Código do Município|293070|Ba-Simoes Filho
municipio|Código do Município|293075|Ba-Sitio do Mato
municipio|Código do Município|293076|Ba-Sitio do Quinto
municipio|Código do Município|293077|Ba-Sobradinho
municipio|Código do Município|293080|Ba-Souto Soares
municipio|Código do Município|293090|Ba-Tabocas do Brejo Velho
municipio|Código do Município|293100|Ba-Tanhacu
municipio|Código do Município|293105|Ba-Tanque Novo
municipio|Código do Município|293110|Ba-Tanquinho
